"","age","incidence100k","incidence100k10y","cancerProb","cancerProb10y","n","sampleProb"
"56",65,391.900001173879,4045.65272932802,0.00391900001173879,0.0404565272932802,61696,0.0144224880100913
"57",66,401.944377707258,4020.83247084136,0.00401944377707258,0.0402083247084136,61651,0.0144119684956907
"58",67,411.988754240637,3970.15715491344,0.00411988754240637,0.0397015715491344,61772,0.0144402543010788
"59",68,417.966028398044,3893.62678154427,0.00417966028398044,0.0389362678154427,60511,0.0141454741308777
"60",69,414.805821009839,3804.43281870665,0.00414805821009839,0.0380443281870665,58815,0.0137490053214717
"61",70,411.645613621634,3726.19973514972,0.00411645613621634,0.0372619973514972,54841,0.012820015316413
"62",71,408.48540623343,3658.9275308735,0.0040848540623343,0.036589275308735,49460,0.0115621151610982
"63",72,405.325198845225,3602.61620587798,0.00405325198845225,0.0360261620587798,43600,0.0101922406191646
"64",73,398.701104502974,3557.26576016317,0.00398701104502974,0.0355726576016317,41126,0.009613901094123
"65",74,382.890423595097,3523.51384359341,0.00382890423595097,0.0352351384359341,40923,0.00956644639582735
"66",75,367.07974268722,3504.9711054706,0.0036707974268722,0.035049711054706,39037,0.00912556185895248
"67",76,351.269061779343,3501.63754579474,0.00351269061779343,0.0350163754579473,36458,0.0085226768003097
"68",77,335.458380871466,3513.51316456582,0.00335458380871466,0.0351351316456582,34926,0.00816454577671887
"69",78,328.772065560419,3540.59796178386,0.00328772065560419,0.0354059796178386,32359,0.00756446592191622
"70",79,336.572737452916,3572.71746015658,0.00336572737452916,0.0357271746015658,31152,0.00728230916899577
"71",80,344.373409345414,3592.91658706853,0.00344373409345414,0.0359291658706853,29662,0.00693399635884542
"72",81,352.174081237911,3601.1953425197,0.00352174081237911,0.036011953425197,29645,0.00693002232007189
"73",82,359.974753130408,3597.5537265101,0.00359974753130408,0.035975537265101,28518,0.00666656692608568
"74",83,364.949187933214,3581.99173903972,0.00364949187933214,0.0358199173903972,27813,0.00650176120047763
"75",84,364.347685472286,3557.33561719826,0.00364347685472286,0.0355733561719826,25315,0.00591781126775577
"76",85,363.746183011359,3529.16129824945,0.00363746183011359,0.0352916129824945,24518,0.00573149897937334
"77",86,363.144680550431,3497.46878219329,0.00363144680550431,0.0349746878219329,22105,0.00516741924051911
"78",87,362.543178089504,NA,0.00362543178089504,NA,20519,0.00479666479964767
"79",88,360.891563933139,NA,0.00360891563933139,NA,18811,0.00439739078640149
"80",89,356.771864364862,NA,0.00356771864364862,NA,16531,0.00386440205677546
"81",90,352.652164796585,NA,0.00352652164796585,NA,14372,0.00335969913253747
"82",91,348.532465228308,NA,0.00348532465228308,NA,12023,0.00281058048083064
"83",92,344.412765660031,NA,0.00344412765660031,NA,10808,0.00252655359201676
"84",93,340.293066091753,NA,0.00340293066091753,NA,9142,0.00213709779221107
"85",94,336.173366523476,NA,0.00336173366523476,NA,5829,0.00136262776534657
"86",95,332.053666955199,NA,0.00332053666955199,NA,4255,0.00099467852831526
"87",96,NA,NA,NA,NA,3219,0.000752495930116762
"88",97,NA,NA,NA,NA,2211,0.00051685880754525
"89",98,NA,NA,NA,NA,1461,0.000341533567536685
"90",99,NA,NA,NA,NA,1036,0.000242182598198498
"91",100,NA,NA,NA,NA,1580,0.000369351838951377
